"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"22.07.2020","22,74","23,44","23,60","22,50","1,94M","-3,50%"
"21.07.2020","23,56","23,52","24,02","23,02","1,83M","0,42%"
"20.07.2020","23,47","22,40","23,51","22,38","2,79M","5,47%"
"17.07.2020","22,25","21,73","22,25","21,44","1,24M","2,81%"
"16.07.2020","21,64","21,74","21,89","21,03","1,05M","-0,41%"
"15.07.2020","21,73","21,68","22,02","21,44","878,00K","1,61%"
"14.07.2020","21,39","21,26","21,54","20,91","582,10K","0,60%"
"13.07.2020","21,26","21,88","22,22","21,20","1,08M","-2,48%"
"10.07.2020","21,80","21,82","21,83","21,32","1,04M","-0,09%"
"09.07.2020","21,82","22,11","22,36","21,41","1,60M","-0,89%"
"08.07.2020","22,01","20,79","22,37","20,69","3,49M","6,86%"
"07.07.2020","20,60","20,55","20,92","20,36","1,97M","0,24%"
"06.07.2020","20,55","20,84","21,01","20,19","4,55M","0,48%"
"03.07.2020","20,45","20,75","20,97","20,33","998,60K","-1,56%"
"02.07.2020","20,78","20,90","21,32","20,64","1,18M","0,62%"
"01.07.2020","20,65","20,48","20,98","20,48","691,20K","-0,05%"
"30.06.2020","20,66","19,90","20,85","19,66","1,26M","3,59%"
"29.06.2020","19,94","19,83","20,11","19,15","1,65M","0,69%"
"26.06.2020","19,81","20,50","20,55","19,81","1,03M","-3,86%"
"25.06.2020","20,60","20,31","20,60","19,94","846,40K","0,53%"
"24.06.2020","20,49","20,61","21,23","19,72","1,09M","-1,65%"
"23.06.2020","20,84","20,81","21,24","20,61","949,50K","0,52%"
"22.06.2020","20,73","21,36","21,78","20,71","1,03M","-2,09%"
"19.06.2020","21,17","20,91","21,58","20,91","5,42M","2,76%"
"18.06.2020","20,60","20,26","21,41","19,98","2,62M","1,25%"
"17.06.2020","20,35","20,13","20,57","19,84","1,09M","1,92%"
"16.06.2020","19,96","20,41","20,78","19,57","2,65M","1,75%"
"15.06.2020","19,62","18,92","19,87","18,18","1,76M","1,88%"
"12.06.2020","19,26","18,65","19,72","18,30","2,43M","-1,70%"
"10.06.2020","19,59","21,08","21,39","19,42","2,65M","-5,89%"
"09.06.2020","20,82","21,17","21,31","19,94","1,75M","-3,11%"
"08.06.2020","21,48","21,88","22,34","21,23","2,48M","-0,23%"
"05.06.2020","21,53","20,60","21,79","20,50","3,63M","8,13%"
"04.06.2020","19,91","20,45","20,57","19,72","1,67M","-2,64%"
"03.06.2020","20,45","20,11","21,06","19,84","3,29M","3,89%"
"02.06.2020","19,69","19,72","20,10","19,50","1,90M","1,36%"
"01.06.2020","19,42","18,88","19,90","18,88","2,47M","3,23%"
"29.05.2020","18,82","18,88","19,25","18,40","3,33M","-1,13%"
"28.05.2020","19,03","19,52","19,53","18,87","2,18M","-3,00%"
"27.05.2020","19,62","18,43","19,62","17,92","2,20M","8,17%"
"26.05.2020","18,14","18,83","19,29","18,11","1,85M","-2,27%"
"25.05.2020","18,56","18,15","18,77","18,05","1,63M","4,07%"
"22.05.2020","17,83","17,66","18,19","17,36","2,12M","-0,66%"
"21.05.2020","17,95","17,31","17,95","17,17","1,95M","3,74%"
"20.05.2020","17,31","16,84","17,45","16,84","1,49M","2,74%"
"19.05.2020","16,84","16,78","17,16","16,28","1,84M","0,00%"
"18.05.2020","16,84","15,11","17,05","15,00","3,87M","14,39%"
"15.05.2020","14,73","15,21","15,76","14,43","1,35M","-3,47%"
"14.05.2020","15,25","14,50","15,30","14,15","1,61M","2,50%"
"13.05.2020","14,88","15,57","15,77","14,42","2,09M","-2,13%"
"12.05.2020","15,21","16,22","16,33","15,21","2,06M","-5,49%"
"11.05.2020","16,09","17,05","17,05","16,02","1,68M","-5,69%"
"08.05.2020","17,06","16,76","17,16","15,96","1,25M","2,17%"
"07.05.2020","16,70","17,46","17,59","16,05","1,10M","-2,74%"
"06.05.2020","17,17","17,68","17,85","16,96","872,40K","-2,07%"
"05.05.2020","17,53","17,67","18,22","17,05","1,18M","1,42%"
"04.05.2020","17,29","17,65","18,00","16,73","1,66M","-4,91%"
"30.04.2020","18,18","18,29","18,74","17,74","3,05M","-1,38%"
"29.04.2020","18,43","18,93","19,09","18,16","1,92M","-1,11%"
"28.04.2020","18,64","17,46","18,83","17,06","2,16M","8,70%"
"27.04.2020","17,15","15,83","17,15","15,27","1,10M","11,34%"
"24.04.2020","15,40","15,70","15,78","14,33","905,70K","-3,44%"
"23.04.2020","15,95","17,07","18,00","15,95","2,81M","-4,35%"
"22.04.2020","16,68","15,58","17,17","15,48","2,92M","7,59%"
"20.04.2020","15,50","14,84","15,66","14,52","1,19M","2,60%"
"17.04.2020","15,11","15,67","15,92","14,79","3,71M","-0,96%"
"16.04.2020","15,25","16,14","16,14","14,74","3,18M","-2,81%"
"15.04.2020","15,70","15,70","16,36","15,40","1,49M","-2,91%"
"14.04.2020","16,17","15,74","16,45","15,12","5,42M","7,01%"
"13.04.2020","15,11","15,75","15,85","15,11","1,29M","-4,05%"
"09.04.2020","15,75","15,57","16,05","15,15","5,06M","-0,66%"
"08.04.2020","15,85","15,70","15,89","14,93","1,78M","0,96%"
"07.04.2020","15,70","15,80","16,38","15,22","1,31M","6,08%"
"06.04.2020","14,80","14,70","15,20","14,15","2,20M","6,09%"
"03.04.2020","13,95","14,13","14,49","12,94","2,08M","-1,69%"
"02.04.2020","14,19","14,00","14,20","13,10","2,64M","5,58%"
"01.04.2020","13,44","15,43","15,52","13,21","2,27M","-14,77%"
"31.03.2020","15,77","17,24","17,39","15,52","1,26M","-7,78%"
"30.03.2020","17,10","17,49","18,60","17,01","1,18M","-5,00%"
"27.03.2020","18,00","18,09","18,87","17,36","1,38M","-7,22%"
"26.03.2020","19,40","18,50","19,80","18,10","2,25M","1,09%"
"25.03.2020","19,19","14,45","19,90","14,20","1,21M","30,10%"
"24.03.2020","14,75","15,00","15,70","13,73","3,46M","5,36%"
"23.03.2020","14,00","15,44","15,50","12,83","1,04M","-12,45%"
"20.03.2020","15,99","14,00","15,99","13,80","4,78M","18,09%"
"19.03.2020","13,54","10,50","13,54","9,80","7,78M","26,31%"
"18.03.2020","10,72","14,07","14,49","9,31","3,99M","-31,94%"
"17.03.2020","15,75","16,23","16,44","14,61","3,48M","0,32%"
"16.03.2020","15,70","17,62","18,65","15,64","3,42M","-26,98%"
"13.03.2020","21,50","20,61","21,65","18,00","7,04M","12,57%"
"12.03.2020","19,10","16,10","20,28","15,54","3,37M","-12,39%"
"11.03.2020","21,80","23,14","23,16","20,63","1,41M","-7,12%"
"10.03.2020","23,47","23,70","24,59","22,21","2,04M","6,68%"
"09.03.2020","22,00","22,45","22,76","20,58","3,65M","-11,82%"
"06.03.2020","24,95","25,40","25,63","23,94","5,89M","-5,67%"
"05.03.2020","26,45","28,80","28,92","26,24","2,08M","-9,42%"
"04.03.2020","29,20","27,93","29,20","27,53","1,15M","6,38%"
"03.03.2020","27,45","28,25","28,56","27,26","1,97M","-1,12%"
"02.03.2020","27,76","27,70","28,15","27,41","2,73M","-1,17%"
"28.02.2020","28,09","28,27","28,27","26,08","2,37M","-2,47%"
"27.02.2020","28,80","28,56","28,97","27,62","1,04M","-1,20%"
"26.02.2020","29,15","29,29","29,38","28,40","1,33M","-5,97%"
"21.02.2020","31,00","30,50","31,34","29,98","843,90K","0,00%"
"20.02.2020","31,00","31,11","31,28","30,70","884,20K","-0,96%"
"19.02.2020","31,30","31,58","31,79","31,14","723,00K","-0,79%"
"18.02.2020","31,55","30,81","31,55","30,42","1,12M","0,48%"
"17.02.2020","31,40","30,40","31,45","30,08","467,30K","2,95%"
"14.02.2020","30,50","30,59","30,95","29,71","912,40K","-0,29%"
"13.02.2020","30,59","29,20","30,59","28,80","1,24M","2,00%"
"12.02.2020","29,99","30,44","30,49","29,26","1,70M","0,30%"
"11.02.2020","29,90","28,92","30,04","28,45","1,58M","3,42%"
"10.02.2020","28,91","29,50","29,60","28,00","1,47M","-3,02%"
"07.02.2020","29,81","30,49","30,49","29,08","3,77M","-2,26%"
"06.02.2020","30,50","31,59","31,91","30,06","4,01M","-3,45%"
"05.02.2020","31,59","32,93","33,22","31,35","2,21M","-3,42%"
"04.02.2020","32,71","32,99","33,40","32,22","2,10M","0,12%"
"03.02.2020","32,67","31,44","33,50","31,13","2,07M","3,81%"
"31.01.2020","31,47","31,70","31,95","30,85","1,13M","-2,27%"
"30.01.2020","32,20","31,50","32,35","30,27","1,06M","0,63%"
"29.01.2020","32,00","31,60","32,40","31,22","1,29M","1,98%"
"28.01.2020","31,38","30,45","31,38","30,00","2,12M","2,89%"
"27.01.2020","30,50","30,50","30,85","29,50","1,74M","-2,87%"
"24.01.2020","31,40","31,65","31,91","30,86","978,30K","0,38%"
"23.01.2020","31,28","30,60","31,28","30,23","1,25M","1,72%"
"22.01.2020","30,75","31,21","31,62","30,35","1,07M","-1,16%"
"21.01.2020","31,11","32,10","32,23","30,95","1,25M","-3,02%"
"20.01.2020","32,08","32,50","32,50","31,96","528,20K","-1,02%"
"17.01.2020","32,41","32,30","32,76","31,71","1,39M","1,06%"
"16.01.2020","32,07","31,62","32,56","31,46","1,26M","1,33%"
"15.01.2020","31,65","30,23","31,67","29,95","1,89M","4,46%"
"14.01.2020","30,30","30,00","30,44","29,90","723,90K","1,00%"
"13.01.2020","30,00","29,09","30,49","29,02","2,54M","3,63%"
"10.01.2020","28,95","28,42","28,95","28,42","1,40M","1,94%"
"09.01.2020","28,40","27,98","28,88","27,98","1,77M","1,61%"
"08.01.2020","27,95","27,90","28,29","27,26","1,74M","0,18%"
"07.01.2020","27,90","28,56","28,80","27,58","1,26M","-2,07%"
"06.01.2020","28,49","28,96","28,96","28,36","445,40K","-1,76%"
"03.01.2020","29,00","29,00","29,25","28,13","1,13M","-0,62%"
"02.01.2020","29,18","29,29","29,57","28,94","778,10K","0,21%"
